receiver_deployment_id,receiver_name,purchasing_organisation,receiver_project_name,receiver_status,receiver_deployment_datetime,installation_name,station_name,receiver_deployment_longitude,receiver_deployment_latitude,depth_below_surface,receiver_recovery_datetime,receiver_recovery_longitude,receiver_recovery_latitude,active
136114983,VR2W-114726,Ocean Tracking Network,IMOS-ATF / OTN Perth line,RECOVERED,2017-03-17 02:20:00,IMOS-ATF / OTN Perth line,PRT69,115.61693,-32.11476,,2018-04-23 16:00:00,115.61693,-32.11476,NO
136114989,VR2W-114729,Ocean Tracking Network,IMOS-ATF / OTN Perth line,RECOVERED,2017-03-17 01:30:00,IMOS-ATF / OTN Perth line,PRT70,115.6225,-32.12025,,2018-04-23 16:00:00,115.6225,-32.12025,NO
203775161,VR2W-107611,The University of Queensland,UQ Project Manta east Australia,RECOVERED,2017-02-25 04:21:00,Lady Elliot Island SEQ,VPS7,152.7079,-24.1139,14.0,2017-11-02 04:30:00,152.7079,-24.1139,NO
203774220,VR2W-114815,The University of Queensland,UQ Project Manta east Australia,RECOVERED,2017-02-25 04:13:00,Lady Elliot Island SEQ,VPS6,152.7082,-24.1133,14.0,2017-11-02 04:30:00,152.7082,-24.1133,NO
203765921,VR2W-125559,The University of Queensland,UQ Project Manta east Australia,RECOVERED,2017-02-25 03:55:00,Lady Elliot Island SEQ,VPS1,152.7092,-24.113,10.0,2017-11-02 04:30:00,152.7092,-24.113,NO
203769025,VR2W-114810,The University of Queensland,UQ Project Manta east Australia,RECOVERED,2017-02-25 00:32:00,Lady Elliot Island SEQ,VPS3,152.7085,-24.1142,8.0,2017-11-02 22:30:00,152.7085,-24.1142,NO
203767936,VR2W-114800,The University of Queensland,UQ Project Manta east Australia,RECOVERED,2017-02-24 23:47:00,Lady Elliot Island SEQ,VPS2,152.7089,-24.1136,10.0,2017-11-02 04:30:00,152.7089,-24.1136,NO
203772735,VR2W-107568,The University of Queensland,UQ Project Manta east Australia,RECOVERED,2017-02-24 23:25:00,Lady Elliot Island SEQ,VPS4,152.7082,-24.1148,9.0,2017-11-02 22:30:00,152.7082,-24.1148,NO
203777817,VR2W-114809,The University of Queensland,UQ Project Manta east Australia,RECOVERED,2017-02-24 23:05:00,Lady Elliot Island SEQ,VPS8,152.7075,-24.1145,14.0,2017-11-02 22:30:00,152.7075,-24.1145,NO
203961055,VR2W-109053,The University of Queensland,UQ Project Manta east Australia,RECOVERED,2017-02-24 22:39:00,Lady Elliot Island SEQ,VPS5,152.7086,-24.1127,15.0,2017-11-02 04:30:00,152.7086,-24.1127,NO
130775822,VR2AR-545583,IMOS Animal Tracking Facility,IMOS-ATF Narooma line,RECOVERED,2017-02-17 00:38:00,IMOS-ATF Narooma line,N5,150.19165,-36.25978,33.0,2018-02-08 22:17:00,150.19165,-36.25978,NO
130775816,VR2AR-545644,IMOS Animal Tracking Facility,IMOS-ATF Narooma line,RECOVERED,2017-02-17 00:29:00,IMOS-ATF Narooma line,N4,150.18257,-36.26085,31.0,2018-02-08 22:01:00,150.18257,-36.26085,NO
130775814,VR2AR-545638,IMOS Animal Tracking Facility,IMOS-ATF Narooma line,RECOVERED,2017-02-17 00:20:00,IMOS-ATF Narooma line,N3,150.17377,-36.26172,30.0,2018-02-08 21:44:00,150.17377,-36.26172,NO
130775812,VR2AR-545657,IMOS Animal Tracking Facility,IMOS-ATF Narooma line,RECOVERED,2017-02-17 00:10:00,IMOS-ATF Narooma line,N2,150.16435,-36.26276,30.0,2018-02-08 21:29:00,150.16435,-36.26276,NO
132694967,VR2W-107542,NSW Department of Primary Industries,NSW DPI - SEACAMS,RECOVERED,2017-02-16 00:02:00,Byron Bay,Julian Rocks 1 The Cod Hole,153.6301,-28.6104,19.0,2018-04-10 23:00:00,153.6301,-28.6104,NO
130775824,VR2AR-545646,IMOS Animal Tracking Facility,IMOS-ATF Narooma line,RECOVERED,2017-02-15 23:05:00,IMOS-ATF Narooma line,N6,150.20061,-36.2588,39.0,2018-02-08 23:24:00,150.20061,-36.2588,NO
130775826,VR2AR-545647,IMOS Animal Tracking Facility,IMOS-ATF Narooma line,RECOVERED,2017-02-15 22:54:00,IMOS-ATF Narooma line,N7,150.20944,-36.25771,34.0,2018-02-08 23:47:00,150.20944,-36.25771,NO
130775830,VR2AR-545643,IMOS Animal Tracking Facility,IMOS-ATF Narooma line,RECOVERED,2017-02-15 22:35:00,IMOS-ATF Narooma line,N9,150.23645,-36.2547,49.0,2018-02-09 00:22:00,150.23645,-36.2547,NO
132695024,VR2W-101653,NSW Department of Primary Industries,NSW DPI - SEACAMS,DEPLOYED,2017-02-15 13:30:00,Byron Bay,Julian Rocks 2 Hugos Trench,153.6289,-28.6128,15.0,,,,NO
130775828,VR2W-101710,IMOS Animal Tracking Facility,IMOS-ATF Narooma line,RECOVERED,2017-02-14 22:26:00,IMOS-ATF Narooma line,N8,150.21794,-36.25661,9.0,2018-02-05 23:10:00,150.21794,-36.25661,NO
130775810,VR2W-106886,IMOS Animal Tracking Facility,IMOS-ATF Narooma line,RECOVERED,2017-02-14 21:40:00,IMOS-ATF Narooma line,N1,150.1524,-36.26252,14.0,2018-02-05 22:30:00,150.1524,-36.26252,NO
132795425,VR2W-103367,Commonwealth Scientific and Industrial Research Organisation,CSIRO: Animal Tagging,RECOVERED,2017-01-27 00:30:00,Beware Reef - Victoria,BR_001,148.7842,-37.8182,,2017-12-04 03:30:00,148.7842,-37.8182,NO
132694589,VR2W-107528,NSW Department of Primary Industries,NSW DPI - SEACAMS,DEPLOYED,2017-01-24 13:00:00,Broughton,Broughton Island 1 Sth Looking Glass,152.3161,-32.6297,21.0,,,,NO
132694777,VR2W-107532,NSW Department of Primary Industries,NSW DPI - SEACAMS,DEPLOYED,2017-01-24 13:00:00,Broughton,Broughton Island 5 North Rock,152.3243,-32.5993,15.0,,,,NO
130776418,VR2W-119302,Commonwealth Scientific and Industrial Research Organisation,IMOS-ATF Cabbage Tree Bay Aquatic Reserve (CTBAR),RECOVERED,2017-01-11 02:52:00,IMOS-ATF CTBAR,CTBAR NewNorth,151.295083,-33.798622,9.5,2017-10-04 23:07:00,151.295083,-33.798622,NO
130776420,VR2AR-545604,IMOS Animal Tracking Facility,IMOS-ATF Cabbage Tree Bay Aquatic Reserve (CTBAR),RECOVERED,2017-01-11 02:15:00,IMOS-ATF CTBAR,CTBAR Outside NEW,151.30556,-33.80074,27.0,2017-10-05 00:10:00,151.30556,-33.80074,NO
130776416,VR4-UWM-250401,IMOS Animal Tracking Facility,IMOS-ATF Bondi line,RECOVERED,2017-01-11 00:01:00,IMOS-ATF Bondi Line,BL 1,151.28831,-33.89567,27.0,2018-05-08 03:36:00,151.28831,-33.89567,NO
139664935,VR2W-108296,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:42:01,Noumea telesnake,BC12,166.423317,-22.294617,,,,,NO
139664933,VR2W-110471,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:41:42,Noumea telesnake,BC11,166.425717,-22.2975,,,,,NO
139664931,VR2W-108282,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:41:23,Noumea telesnake,BC10,166.428067,-22.2999,,,,,NO
139664929,VR2W-110470,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:41:04,Noumea telesnake,BC9,166.429383,-22.303117,,,,,NO
139664927,VR2W-111341,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:40:48,Noumea telesnake,BC8,166.431767,-22.306483,,,,,NO
139664925,VR2W-111340,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:40:30,Noumea telesnake,IC3,166.4344167,-22.31531667,,,,,NO
139664923,VR2W-111338,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:40:13,Noumea telesnake,IC2,166.4389167,-22.31196667,,,,,NO
139664921,VR2W-108277,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:39:41,Noumea telesnake,IC1,166.4341833,-22.3114,,,,,NO
139664919,VR2W-108286,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:39:18,Noumea telesnake,BC7,166.4332,-22.30036667,,,,,NO
139664917,VR2W-110468,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:38:59,Noumea telesnake,BC6,166.4322,-22.29775,,,,,NO
139664915,VR2W-108276,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:38:41,Noumea telesnake,BC5,166.4333167,-22.30323333,,,,,NO
139664913,VR2W-108278,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:38:24,Noumea telesnake,BC4,166.43645,-22.30063333,,,,,NO
139664911,VR2W-108285,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:38:03,Noumea telesnake,BC3,166.4364167,-22.2982,,,,,NO
139664909,VR2W-108280,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:37:38,Noumea telesnake,BC2,166.4352167,-22.29606667,,,,,NO
139664907,VR2W-108295,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:37:18,Noumea telesnake,BC1,166.4295833,-22.2956,,,,,NO
139664905,VR2W-110469,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:36:51,Noumea telesnake,AV3,166.4435333,-22.3045,,,,,NO
139664903,VR2W-111339,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:35:48,Noumea telesnake,AV2,166.4399833,-22.3043,,,,,NO
139664894,VR2W-108281,Australian Institute of Marine Science,Sea snake monitoring in Noumea New Caledonia,DEPLOYED,2017-01-03 04:30:55,Noumea telesnake,AV1,166.4354667,-22.30508333,,,,,NO
260514325,VR2W-103385,QLD Parks and Wildlife Service,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 20:28:00,Wolf Rock - Grey Nurse Shark Installation,ST06 WR,153.1965167,-25.9102,20.0,2017-11-20 20:28:00,153.1965167,-25.9102,NO
260514320,VR2W-103379,Commonwealth Scientific and Industrial Research Organisation,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 20:27:00,Wolf Rock - Grey Nurse Shark Installation,Boundary St16 WR,153.20135,-25.91578,32.6,2017-07-10 20:27:00,153.20135,-25.91578,NO
260513844,VR2W-103315,Commonwealth Scientific and Industrial Research Organisation,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,Round Rock,153.19172,-25.9267,11.996,2018-01-17 16:09:00,153.19172,-25.9267,NO
260513868,VR2W-103331,Commonwealth Scientific and Industrial Research Organisation,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,ST09 WR,153.19642,-25.91078,18.9,2018-01-17 16:16:00,153.19642,-25.91078,NO
260513837,VR2W-103319,Commonwealth Scientific and Industrial Research Organisation,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,Boundary St18 WR,153.19737,-25.90312,37.0,2017-07-10 15:00:00,153.19737,-25.90312,NO
260513850,VR2W-114796,The University of Queensland,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,ST02 WR,153.19677,-25.90933,32.3,2018-01-09 16:10:00,153.19677,-25.90933,NO
260513859,VR2W-114802,The University of Queensland,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,ST05 WR,153.19627,-25.90977,18.0,2017-12-16 16:14:00,153.19627,-25.90977,NO
260513853,VR2W-114804,The University of Queensland,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,ST03 WR,153.19717,-25.90995,31.0,2017-11-20 14:00:00,153.19717,-25.90995,NO
260513834,VR2W-114817,The University of Queensland,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,Boundary St15 WR,153.1933,-25.91563,23.997,2017-07-10 14:00:00,153.1933,-25.91563,NO
260513874,VR2W-114819,The University of Queensland,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,ST11 WR,153.19702,-25.91047,21.0,2018-01-17 16:17:00,153.19702,-25.91047,NO
260513877,VR2W-114822,The University of Queensland,Grey Nurse Shark Monitoring,DEPLOYED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,ST12 WR,153.1974833,-25.91063333,32.795,,,,NO
260513880,VR2W-101919,Commonwealth Scientific and Industrial Research Organisation,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,ST13 WR,153.1973833,-25.91023333,32.2,2018-09-13 16:18:00,153.197383,-25.910233,NO
260513865,VR2W-103358,Commonwealth Scientific and Industrial Research Organisation,Grey Nurse Shark Monitoring,DEPLOYED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,ST08 WR,153.1952,-25.9107,26.997,,,,NO
260513856,VR2W-103345,Commonwealth Scientific and Industrial Research Organisation,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,ST04 WR,153.1958,-25.90925,29.494,2018-01-10 02:00:00,153.1958,-25.90925,NO
260513847,VR2W-114806,The University of Queensland,Grey Nurse Shark Monitoring,DEPLOYED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,ST01 WR,153.1963333,-25.90888333,31.5,,,,NO
260513862,VR2W-114811,The University of Queensland,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,ST07 WR,153.19595,-25.91025,22.4,2017-12-16 16:15:00,153.19595,-25.91025,NO
260513841,VR2W-103356,QLD Department of Environment and Science,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,Boundary St17 WR,153.20482,-25.90812,35.0,2017-07-10 16:08:00,153.20482,-25.90812,NO
260513831,VR2W-102001,QLD Parks and Wildlife Service,Grey Nurse Shark Monitoring,RECOVERED,2016-12-20 14:00:00,Wolf Rock - Grey Nurse Shark Installation,Boundary St14 WR,153.19035,-25.90767,27.0,2017-07-10 16:06:00,153.19035,-25.90767,NO
260513871,VR2W-114812,The University of Queensland,Grey Nurse Shark Monitoring,RECOVERED,2016-12-19 14:00:00,Wolf Rock - Grey Nurse Shark Installation,ST10 WR,153.1958667,-25.91116667,19.0,2018-05-19 16:16:00,153.195867,-25.911167,NO
225114756,VR2W-114798,The University of Queensland,UQ Project Manta east Australia,RECOVERED,2016-12-16 22:00:00,North Stradbroke Island SEQ,NSI_Manta Bommie_East,153.5468667,-27.4230667,11.0,2017-02-18 00:00:00,153.546867,-27.423067,NO
136927347,VR2AR-545959,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2016-12-16 00:05:00,Wenlock River,PM Cullen AR,141.91292,-11.95883,,2017-05-22 01:00:00,141.91292,-11.95883,NO
136927371,VR2AR-545961,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2016-12-15 23:15:00,Wenlock River,PM Wenlock AR,141.92256,-11.99975,,2017-05-22 00:00:00,141.92256,-11.99975,NO
225120099,VR2W-114818,The University of Queensland,UQ Project Manta east Australia,RECOVERED,2016-12-15 22:10:00,North Stradbroke Island SEQ,NSI_Manta Bommie West,153.54775,-27.4243,11.0,2017-02-17 21:12:00,153.54775,-27.4243,NO
136927355,VR2AR-545963,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2016-12-15 22:10:00,Wenlock River,PM Ducie Namaleeda AR,141.95242,-11.99669,,2017-05-22 03:00:00,141.95242,-11.99669,NO
136927339,VR2AR-546488,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2016-12-15 00:30:00,Wenlock River,Pennefather AR,141.71864,-12.21961,,2017-05-23 07:00:00,141.71864,-12.21961,NO
136927249,VR2AR-545960,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2016-12-14 23:30:00,Wenlock River,Janie Creek AR,141.81789,-12.02456,,2017-05-23 08:40:00,141.81789,-12.02456,NO
136927363,VR2AR-545962,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2016-12-14 22:00:00,Wenlock River,PM Mouth North AR,141.93077,-11.9588,,2017-05-22 02:00:00,141.93077,-11.9588,NO
130612647,VR2AR-546251,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-14 03:26:00,IMOS-ATF Ningaloo Reef North Line,NL6,113.91107,-21.8805,85.0,2017-12-04 03:23:00,113.91107,-21.8805,NO
130612643,VR2AR-546252,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-14 03:10:00,IMOS-ATF Ningaloo Reef North Line,NL5,113.91107,-21.88402,83.0,2017-12-04 03:36:00,113.91107,-21.88402,NO
130612639,VR2AR-546254,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-14 02:55:00,IMOS-ATF Ningaloo Reef North Line,NL4,113.91726,-21.88859,74.0,2017-12-04 03:45:00,113.91726,-21.88859,NO
136927241,VR2AR-546492,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2016-12-14 02:40:00,Wenlock River,Jackson AR,141.99998,-11.67451,,2017-05-24 05:20:00,141.99998,-11.67451,NO
130612635,VR2AR-546298,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-14 02:32:00,IMOS-ATF Ningaloo Reef North Line,NL3,113.92389,-21.89115,56.0,2017-12-04 03:59:00,113.92389,-21.89115,NO
130612631,VR2AR-546256,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-14 02:19:00,IMOS-ATF Ningaloo Reef North Line,NL2,113.92966,-21.89521,35.0,2017-12-04 04:13:00,113.92966,-21.89521,NO
136927287,VR2AR-546497,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2016-12-14 00:45:00,Wenlock River,Kerr southeast AR,141.85356,-11.8161,,2017-05-22 23:00:00,141.85356,-11.8161,NO
136927275,VR2AR-545958,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",LOST,2016-12-14 00:15:00,Wenlock River,Kerr northwest AR,141.84613,-11.804,,2017-12-13 06:10:00,141.84613,-11.804,NO
136927843,VR2AR-546493,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2016-12-13 22:37:00,Wenlock River,Skardon AR,142.00912,-11.7564,8.0,2017-05-24 06:00:00,142.00912,-11.7564,NO
130612455,VR2W-120757,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-11 02:47:00,IMOS-ATF Coral Bay,bb1,113.8177,-23.04797,5.0,2018-12-24 23:59:00,113.8177,-23.04797,NO
130612457,VR2W-113117,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-11 02:32:00,IMOS-ATF Coral Bay,bb2,113.81108,-23.04817,5.0,2017-12-03 04:01:00,113.81108,-23.04817,NO
130612459,VR2W-120763,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-11 02:19:00,IMOS-ATF Coral Bay,bb3,113.80473,-23.04828,5.0,2017-12-03 03:48:00,113.80473,-23.04828,NO
130612461,VR2W-113129,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-11 02:05:00,IMOS-ATF Coral Bay,bb4,113.79858,-23.04825,5.0,2017-12-03 03:36:00,113.79858,-23.04825,NO
130612463,VR2W-114571,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-11 01:48:00,IMOS-ATF Coral Bay,bb5,113.79228,-23.04808,5.0,2017-12-03 03:24:00,113.79228,-23.04808,NO
130612465,VR2W-120760,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-11 01:27:00,IMOS-ATF Coral Bay,bb6,113.7858,-23.04778,5.0,2017-12-03 03:12:00,113.7858,-23.04778,NO
136927122,VR2W-129282,Commonwealth Scientific and Industrial Research Organisation,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2016-12-11 01:20:00,Wenlock River,DUC1,142.04118,-11.9959,,2017-11-24 04:40:00,142.04118,-11.9959,NO
130612597,VR2W-101778,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-10 01:57:00,IMOS-ATF Ningaloo Reef Central Line,CL6,113.62783,-22.60266,15.0,2017-12-01 03:38:00,113.62783,-22.60266,NO
130612595,VR2W-122584,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-10 01:13:00,IMOS-ATF Ningaloo Reef Central Line,CL5,113.63402,-22.6057,6.0,2017-12-01 04:12:00,113.63402,-22.6057,NO
130612593,VR2W-104182,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-10 00:48:00,IMOS-ATF Ningaloo Reef Central Line,CL4,113.64124,-22.60848,7.0,2017-12-01 04:38:00,113.64124,-22.60848,NO
130612587,VR2W-122577,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-10 00:25:00,IMOS-ATF Ningaloo Reef Central Line,CL3,113.64845,-22.61119,8.0,2017-12-01 04:58:00,113.64845,-22.61119,NO
130612585,VR2W-106232,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-10 00:00:00,IMOS-ATF Ningaloo Reef Central Line,CL2,113.65474,-22.61206,6.0,2017-12-01 05:29:00,113.65474,-22.61206,NO
130612583,VR2W-108352,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-09 23:34:00,IMOS-ATF Ningaloo Reef Central Line,CL1,113.66226,-22.61184,3.0,2017-12-01 05:47:00,113.66226,-22.61184,NO
130612599,VR2AR-545639,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-09 08:48:00,IMOS-ATF Ningaloo Reef Central Line,CL7,113.62096,-22.59798,34.0,2017-12-01 03:11:00,113.62096,-22.59798,NO
130612601,VR2AR-545642,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-09 08:38:00,IMOS-ATF Ningaloo Reef Central Line,CL8,113.61423,-22.5956,62.0,2017-12-01 03:01:00,113.61423,-22.5956,NO
130612603,VR2AR-545651,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-09 08:18:00,IMOS-ATF Ningaloo Reef Central Line,CL9,113.60735,-22.5933,75.0,2017-12-01 02:50:00,113.60735,-22.5933,NO
136927937,VR2W-122982,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2016-12-09 05:20:00,Wenlock River,TPUPP,141.96603,-12.3331,,2017-12-07 14:00:00,141.96608,-12.33315,NO
130612607,VR2AR-546297,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-09 04:03:00,IMOS-ATF Coral Bay,23rd Parallel West,113.76055,-22.99962,36.0,2017-11-30 23:30:00,113.76055,-22.99962,NO
130612500,VR2AR-546257,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-09 02:15:00,IMOS-ATF Ningaloo Reef South Line,SL5,113.73441,-23.12731,27.0,2017-11-29 01:09:00,113.73441,-23.12731,NO
130612502,VR2AR-545596,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),LOST,2016-12-09 01:59:00,IMOS-ATF Ningaloo Reef South Line,SL6,113.72694,-23.12687,41.0,2017-11-29 00:00:00,113.72694,-23.12687,NO
130612504,VR2AR-545649,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-09 01:47:00,IMOS-ATF Ningaloo Reef South Line,SL7,113.71925,-23.12612,51.0,2017-11-29 00:11:00,113.71925,-23.12612,NO
130612508,VR2AR-546296,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-09 01:47:00,IMOS-ATF Ningaloo Reef South Line,SL8,113.71194,-23.12542,59.0,2017-11-29 00:00:00,113.71194,-23.12542,NO
130612512,VR2AR-546253,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-09 01:13:00,IMOS-ATF Ningaloo Reef South Line,SL9,113.70462,-23.12428,59.0,2017-11-28 23:43:00,113.70462,-23.12428,NO
130612516,VR2AR-546299,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-09 00:54:00,IMOS-ATF Ningaloo Reef South Line,SL10,113.69714,-23.12343,65.0,2017-11-28 23:30:00,113.69714,-23.12343,NO
130612520,VR2AR-546255,IMOS Animal Tracking Facility,IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),RECOVERED,2016-12-09 00:37:00,IMOS-ATF Ningaloo Reef South Line,SL11,113.68967,-23.12273,65.0,2017-11-28 23:07:00,113.68967,-23.12273,NO
136927377,VR2W-123003,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",LOST,2016-12-08 07:00:00,Wenlock River,PM2,141.93669,-12.04111,,2017-12-08 00:00:00,141.93669,-12.04111,NO
136927971,VR2W-122983,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2016-12-07 23:40:00,Wenlock River,WNTH,141.94643,-12.26239,,2017-12-06 14:00:00,141.94643,-12.26239,NO
136927921,VR2W-122981,The University of Queensland,"Wenlock River Array, Gulf of Carpentaria",RECOVERED,2016-12-07 06:40:00,Wenlock River,TPTWIN,141.9137,-12.28199,,2017-12-07 14:00:00,141.9137,-12.28199,NO
